Dealer ID,Dealer Name,Phone,Address,City,State,Custom Address,Dealer Iframe Map,Zip Code,About Dealer,Dealer Image,Radius,Rating,Review Count,Invnetory Link
D-24787021,Freedom Dodge Chrysler Jeep Ram,N/A,815 E. Camp Wisdom Road,Duncanville,TX,"Duncanville, TX",N/A,75116,Eddie Moore salesmen and Anthony the FNI guy are both terrific. Just great guys very honest friendly great experience.,https://static.cargurus.com/images/site/2020/07/07/14/45/freedom_dodge_chrysler_jeep_ram-pic-678221938738191071-200x200.jpeg,3 mi,4.5,4,https://www.cargurus.com/Cars/m-Freedom-Dodge-Chrysler-Jeep-Ram-sp289601
D-24787022,Joe Autos,N/A,2532 N Interstate 35 E,Lancaster,TX,"Lancaster, TX",N/A,75134,Everything was clear to talking with you guys thank for all the information,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,5 mi,5.0,1,https://www.cargurus.com/Cars/m-Joe-Autos-sp413805
D-24787023,Megatronics Auto Sales,N/A,6373 Great Trinity Forest Way,Dallas,TX,"Dallas, TX",N/A,75217,Great customer service,https://static.cargurus.com/images/site/2022/10/05/13/35/megatronics_auto_sales-pic-9988529489198021546-200x200.jpeg,5 mi,4.0,2,https://www.cargurus.com/Cars/m-Megatronics-Auto-Sales-sp448594
D-24787024,Clay Cooley Hyundai of Dallas,N/A,39444 LBJ Fwy S,Dallas,TX,"Dallas, TX",N/A,75232,"Be careful when dealing with this dealership. The price I was quoted and was 
written down while we were haggling over the price was revoked. The manager 
stated the sales person made a mistake and that they couldnât sell the car for that 
price. May have been an honest mistake but be warned as itâs either inexperienced 
sales people or bad management. I lean towards the later given that another 
customer came in and was told the car they came to look at was sold. The sales 
reps response was, âI know we called you 30m ago, but these things happenâ.",https://static.cargurus.com/images/site/2022/07/12/09/58/clay_cooley_hyundai_of_dallas-pic-1229696001763261020-200x200.jpeg,5 mi,3.2,4,https://www.cargurus.com/Cars/m-Clay-Cooley-Hyundai-of-Dallas-sp281332
D-24787025,Drive Casa,N/A,3312 Marvin D Love Fwy,Dallas,TX,"Dallas, TX",N/A,75224,No reviews available,No image,5 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Drive-Casa-sp379053
D-24787026,DriveTime of Dallas,N/A,39510 Lyndon B Johnson Freeway,Dallas,TX,"Dallas, TX",N/A,75232,No reviews available,No image,5 mi,N/A,N/A,https://www.cargurus.com/Cars/m-DriveTime-of-Dallas-sp336065
D-24787027,Easy Finance Auto Sales,N/A,7051 C F Hawn Fwy,Dallas,TX,"Dallas, TX",N/A,75217,"Lot full of nice cars, staff is very helpful and made the car buying experience fun",https://static.cargurus.com/images/site/2023/04/03/11/28/easy_finance_auto_sales-pic-12477615523285071670-200x200.jpeg,6 mi,3.7,12,https://www.cargurus.com/Cars/m-Easy-Finance-Auto-Sales-sp415940
D-24787028,Certified Cars of DFW,N/A,6625 C F Hawn Fwy,Dallas,TX,"Dallas, TX",N/A,75217,Professional and sent me specs on others comparable Dodge trucks.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,6 mi,5.0,3,https://www.cargurus.com/Cars/m-Certified-Cars-of-DFW-sp451646
D-24787029,Mars Dealership,N/A,"7512 C.F. Hawn Fwy,  ste 1",Dallas,TX,"Dallas, TX",N/A,75217,Friendly and great customer service,https://static.cargurus.com/images/site/2022/08/25/17/05/mars_dealership-pic-5121334798212394827-200x200.jpeg,6 mi,4.3,6,https://www.cargurus.com/Cars/m-Mars-Dealership-sp448070
D-24787030,Mac Haik Ford Desoto,N/A,515 I-35 Se,Desoto,TX,"Desoto, TX",N/A,75115,Great Communication,https://static.cargurus.com/images/site/2019/05/23/11/51/mac_haik_ford_desoto-pic-2486045329359887571-200x200.jpeg,6 mi,3.4,31,https://www.cargurus.com/Cars/m-Mac-Haik-Ford-Desoto-sp288414
D-24787031,Legacy Toyota of Dallas,N/A,39660 Lyndon B Johnson Fwy,Dallas,TX,"Dallas, TX",N/A,75237,They responded right away,https://static.cargurus.com/images/site/2024/06/03/14/38/legacy_toyota_of_dallas-pic-9145783380924357097-200x200.jpeg,6 mi,3.0,4,https://www.cargurus.com/Cars/m-Legacy-Toyota-of-Dallas-sp343858
D-24787032,Freeman Honda,N/A,39680 Interstate 20,Dallas,TX,"Dallas, TX",N/A,75237,Very fast response time.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,6 mi,5.0,5,https://www.cargurus.com/Cars/m-Freeman-Honda-sp301876
D-24787033,Clay Cooley Nissan-Duncanville,N/A,39690 Lyndon B Johnson Fwy,Dallas,TX,"Dallas, TX",N/A,75237,"Called 2 times before traveling a long way to make sure car was there, told it was there and then told it just sold. Tried to put me in another vehicle with more mileage and money lesser model. Classic bait and switch!",https://static.cargurus.com/images/site/2019/06/27/17/00/clay_cooley_nissan-duncanville-pic-6295400523353555568-200x200.jpeg,6 mi,2.9,9,https://www.cargurus.com/Cars/m-Clay-Cooley-Nissan-Duncanville-sp278086
D-24787034,Southwest Kia Dallas,N/A,39650 Lyndon B Johnson Fwy,Dallas,TX,"Dallas, TX",N/A,75237,Quick response and very helpful,https://static.cargurus.com/images/site/2024/07/15/11/32/southwest_kia_dallas-pic-3080174481908042480-200x200.jpeg,6 mi,3.6,12,https://www.cargurus.com/Cars/m-Southwest-Kia-Dallas-sp284572
D-24787035,Eagle Financial Auto Sales,N/A,7024 Lake June Rd,Dallas,TX,"Dallas, TX",N/A,75217,It was a good experience with the dealership,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,6 mi,4.7,7,https://www.cargurus.com/Cars/m-Eagle-Financial-Auto-Sales-sp434001
D-24787036,AA BRO AUTO SALES INC,N/A,"935 S Buckner Blvd,  Suite B",Dallas,TX,"Dallas, TX",N/A,75217,Nice choice of vehicles and good people to work with,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,6 mi,5.0,2,https://www.cargurus.com/Cars/m-AA-BRO-AUTO-SALES-INC-sp451942
D-24787037,Gigante Auto Group LLC,N/A,925 S Buckner Blvd,Dallas,TX,"Dallas, TX",N/A,75217,No reviews available,No image,6 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Gigante-Auto-Group-LLC-sp353297
D-24787038,Freedom Chevrolet Buick GMC,N/A,8008 Marvin D Love Fwy,Dallas,TX,"Dallas, TX",N/A,75237,"Although, we could make a deal dealership was very courteous.",https://static.cargurus.com/images/site/2024/07/18/12/49/freedom_chevrolet_buick_gmc-pic-434623099671536302-200x200.jpeg,7 mi,3.1,8,https://www.cargurus.com/Cars/m-Freedom-Chevrolet-Buick-GMC-sp284573
D-24787039,JC Auto Sales,N/A,10312 C F Hawn Freeway,Dallas,TX,"Dallas, TX",N/A,75217,No reviews available,No image,7 mi,5.0,1,https://www.cargurus.com/Cars/m-JC-Auto-Sales-sp413121
D-24787040,5 Stars Auto Sale,N/A,3013 S Westmoreland Rd,Dallas,TX,"Dallas, TX",N/A,75233,"The sale went well and the transaction didn't take 
that long.",https://static.cargurus.com/images/site/2020/09/23/00/01/5_stars_auto_sale-pic-9001611262962537029-200x200.jpeg,8 mi,4.7,20,https://www.cargurus.com/Cars/m-5-Stars-Auto-Sale-sp407755
D-24787041,AutoSavvy Duncanville,N/A,611 E Interstate 20,Duncanville,TX,"Duncanville, TX",N/A,75116,Very easy to work with and very happy with the service,https://static.cargurus.com/images/site/2022/04/21/09/58/autosavvy_duncanville-pic-14169527832022592076-1600x1200.jpeg,8 mi,4.8,4,https://www.cargurus.com/Cars/m-AutoSavvy-Duncanville-sp446168
D-24787042,DFW Autosales,N/A,4605 Hickory Tree Rd,Balch Springs,TX,"Balch Springs, TX",N/A,75180,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,9 mi,N/A,N/A,https://www.cargurus.com/Cars/m-DFW-Autosales-sp399381
D-24787043,D.L Campbell,N/A,4008 Main St,Dallas,TX,"Dallas, TX",N/A,75226,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,9 mi,N/A,N/A,https://www.cargurus.com/Cars/m-D-L-Campbell-sp450780
D-24787044,Benitez Auto Group,N/A,"3011 Fort Worth Ave,  suite #2",Dallas,TX,"Dallas, TX",N/A,75211,"I had a great experience! They helped me secure financing with a 7% interest rate, even though I didn’t have a huge down payment! I would recommend!",https://static.cargurus.com/images/site/2021/08/10/17/30/benitez_auto_group-pic-13048769426042253002-200x200.jpeg,9 mi,4.2,5,https://www.cargurus.com/Cars/m-Benitez-Auto-Group-sp430515
D-24787045,Frontline Motors,N/A,800 Augusta Ln,Red Oak,TX,"Red Oak, TX",N/A,75154,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,9 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Frontline-Motors-sp451758
D-24787046,Dallas Auto Group,N/A,5217 Lawnview Ave,Dallas,TX,"Dallas, TX",N/A,75227,"Communication. Was the dealer quick to respond to your inquiry? YES
Listing accuracy. Did the listing accurately describe the conditions of the vehicle? YES
On-site experience. Was the car clean and ready for your test-drive? YES
Customer service. Was the dealership staff friendly and accommodating? YES
Overall impression. Would you recommend the dealer to your friends? YES",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,9 mi,5.0,3,https://www.cargurus.com/Cars/m-Dallas-Auto-Group-sp370960
D-24787047,BOSS Luxury Collection,N/A,2300 North Field Street,Dallas,TX,"Dallas, TX",N/A,75201,They only replied once and never followed up.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,9 mi,4.0,3,https://www.cargurus.com/Cars/m-BOSS-Luxury-Collection-sp436019
D-24787048,Go Luxury Auto Group,N/A,148 Riveredge Dr Suite 120,Dallas,TX,"Dallas, TX",N/A,75207,"Being an out of state buyer, my POC was very responsive and friendly.",https://static.cargurus.com/images/site/2021/06/08/11/58/go_luxury_auto_group-pic-4042150984395636209-200x200.jpeg,9 mi,3.5,15,https://www.cargurus.com/Cars/m-Go-Luxury-Auto-Group-sp442750
D-24787049,AUTO CORNER INC,N/A,2203 Ivanhoe Lane,Dallas,TX,"Dallas, TX",N/A,75208,I got a great price from auto corner. The process only took 15 minutes. It was so fast. It was a great experience.,https://static.cargurus.com/images/site/2021/10/10/14/45/auto_corner_inc-pic-13032639485135416934-200x200.jpeg,10 mi,4.8,5,https://www.cargurus.com/Cars/m-AUTO-CORNER-INC-sp440925
